Read_Name,Read_Sequence,Sample_ID,Pool_ID,Site,City,Date,Mapping_Type,Non-Circulating_Best_Strain,Non-Circulating_Percent_Identity,Circulating_Best_Strain,Circulating_Percent_Identity,C/N_Ratio
SYN_98_5430_5579_383_-_13430_1_._0098 ,,,,,,,both,YU-2,96.66666667,ON816670,100,1.034482759
SYN_49_4088_4237_406_-_12088_1_._0049 ,,,,,,,both,NL4-3,93.33333333,ON816670,100,1.071428571
SYN_114_4232_4381_438_+_12232_1_.__0114 ,,,,,,,both,YU-2,95.33333333,ON816670,100,1.048951049
SYN_264_8068_8217_412_+_16068_1_.__0262 ,,,,,,,both,HXB2,91.33333333,OM203601,100,1.094890511
SYN_406_5839_5988_346_+_13839_1_.__0403 ,,,,,,,both,YU-2,55.83333333,ON816670,100,1.791044776
SYN_357_5624_5773_312_-_13624_1_.__0355 ,,,,,,,both,HXB2,100,OM203601,100,1
SYN_100_4464_4613_366_+_12464_1_.__0596 ,,,,,,,both,HXB2,96.66666667,ON816670,100,1.034482759
SYN_75_7573_7722_386_-_15573_1_._0075 ,,,,,,,both,NY5,91.33333333,MK114636,100,1.094890511
SYN_411_8539_8688_331_+_16539_1_.__0408 ,,,,,,,both,YU-2,95.33333333,ON816670,100,1.048951049
SYN_365_4171_4320_374_-_12171_1_.__0861 ,,,,,,,both,Bru,98.66666667,OM203601,100,1.013513514
SYN_473_2966_3115_332_-_10966_1_.__0969 ,,,,,,,both,Bru,92,MK114636,100,1.086956522
SYN_85_629_778_322_-_8629__0085 ,,,,,,,both,Bru,87.23404255,MK114636,100,1.146341463
SYN_134_5517_5666_376_-_13517_1_._Vector_pLVX.TRE3_0633 ,,,,,,,both,Bru,99.33333333,OQ948538,97.33333333,0.979865772
SYN_76_2042_2191_374_-_10042_1_._Vector_pLVX.TR_0077 ,,,,,,,both,Bru,100,MG171202,96,0.96
SYN_203_738_887_377_+_8738_1_._Vector_pLVX.TR_0702 ,,,,,,,both,Bru,98.64864865,OQ092466,96.62162162,0.979452055
SYN_354_7236_7385_328_+_15236_1_.__0352 ,,,,,,,both,NY5,86.66666667,ON816670,100,1.153846154
SYN_342_8186_8335_412_+_16186_1_.__0838 ,,,,,,,both,Bru,91.33333333,MK114636,99.33333333,1.087591241
SYN_486_7407_7556_379_-_15407_1_.__0484 ,,,,,,,both,YU-2,95.33333333,OM203601,100,1.048951049
SYN_7_1003_1152_442_+_9003_1_0505 ,,,,,,,both,Bru,95.33333333,OM203601,100,1.048951049
SYN_271_1813_1962_339_-_9813_1_._HXB2$Hum_0768 ,,,,,,,both,HXB2,100,ON816965,96.66666667,0.966666667
SYN_217_6822_6971_418_-_14822_1_.__0713 ,,,,,,,both,HXB2,86.11111111,ON816670,100,1.161290323
SYN_202_7717_7866_403_-_15717_1_.__0698 ,,,,,,,both,Bru,86,MK114636,99.33333333,1.15503876
SYN_383_5268_5417_366_+_13268_1_.__0381 ,,,,,,,both,NY5,95.83333333,ON816670,100,1.043478261
SYN_42_5283_5432_405_-_13283_1_._0042 ,,,,,,,both,Bru,89.13043478,MK114636,100,1.12195122
SYN_155_5842_5991_371_-_13842_1_.__0154 ,,,,,,,both,NY5,94.44444444,OM203601,100,1.058823529
SYN_412_6003_6152_434_+_14003_1_.__0410 ,,,,,,,both,NY5,92.66666667,OM203601,100,1.079136691
SYN_353_3663_3812_390_-_11663_1_.__0849 ,,,,,,,both,Bru,95.33333333,ON816670,100,1.048951049
SYN_402_5541_5690_370_+_13541_1_._Vector_pLVX.TRE3_0401 ,,,,,,,both,HXB2,80.95238095,OQ092467,80.95238095,1
SYN_306_6597_6746_457_+_14597_1_.__0304 ,,,,,,,both,HXB2,89.58333333,OM203601,100,1.11627907
SYN_412_4988_5137_434_+_12988_1_._Vector_pLVX.TRE3_0411 ,,,,,,,both,Bru,99.33333333,OQ092463,96,0.966442953
SYN_434_3288_3437_406_-_11288_1_.__0930 ,,,,,,,both,YU-2,98,ON816670,100,1.020408163
SYN_114_5814_5963_438_+_13814_1_.__0113 ,,,,,,,both,YU-2,62.5,MK114636,100,1.6
SYN_186_2145_2294_387_-_10145_1_._0186 ,,,,,,,both,Bru,98,ON816670,100,1.020408163
SYN_243_6633_6782_383_-_14633_1_.__0741 ,,,,,,,both,Bru,82.66666667,OM203601,100,1.209677419
SYN_142_8248_8397_322_-_16248_1_.__0141 ,,,,,,,both,Bru,88,MK114636,100,1.136363636
SYN_111_8611_8760_349_+_16611_1_.__0111 ,,,,,,,both,NL4-3,96,ON816670,100,1.041666667
SYN_39_5490_5639_362_+_13490_1_._0535 ,,,,,,,both,HXB2,90.90909091,MK114636,100,1.1
SYN_192_9160_9309_394_+_17160_1_._HXB2$Huma_0191 ,,,,,,,both,HXB2,100,OR496826,97.33333333,0.973333333
SYN_336_6049_6198_288_+_14049_1_.__0832 ,,,,,,,both,YU-2,56.66666667,MK114636,100,1.764705882
SYN_169_6661_6810_374_-_14661_1_.__0665 ,,,,,,,both,Bru,77.53623188,ON816670,100,1.289719626
SYN_476_8179_8328_406_+_16179_1_._HXB2$Huma_0473 ,,,,,,,both,HXB2,100,MK115694,94.66666667,0.946666667
SYN_267_3011_3160_356_+_11011_1_.__0266 ,,,,,,,both,YU-2,98,ON816670,100,1.020408163
SYN_172_7348_7497_392_+_15348_1_._HXB2$Huma_0669 ,,,,,,,both,HXB2,98.66666667,OR737141,87.33333333,0.885135135
SYN_359_4016_4165_377_-_12016_1_.__0855 ,,,,,,,both,HXB2,99.33333333,MK114636,100,1.006711409
SYN_214_4949_5098_353_+_12949_1_.__0710 ,,,,,,,both,NL4-3,92.66666667,MK114636,100,1.079136691
SYN_86_5412_5561_358_-_13412_1_._Vector_pLVX.TRE_0585 ,,,,,,,both,HXB2,99.33333333,MW753604,94.66666667,0.953020134
SYN_129_5143_5292_281_+_13143_1_._Vector_pLVX.TRE3_0130 ,,,,,,,both,Bru,99.33333333,OQ092463,96,0.966442953
SYN_160_941_1090_443_+_8941_1_._0656 ,,,,,,,both,Bru,96,MK114636,100,1.041666667
SYN_421_2296_2445_435_-_10296_1_.__0417 ,,,,,,,both,Bru,97.33333333,MK114636,100,1.02739726
SYN_488_5538_5687_332_-_13538_1_.__0984 ,,,,,,,both,HXB2,87.14285714,MK114636,100,1.147540984
SYN_230_5498_5647_404_-_13498_1_._HXB2$Huma_0727 ,,,,,,,both,Bru,99.33333333,OQ092463,98,0.986577181
SYN_24_1387_1536_410_-_9387_1_._HXB2$Hu_0521 ,,,,,,,both,Bru,100,MT744335,100,1
SYN_109_7097_7246_473_+_15097_1_.__0109 ,,,,,,,both,NL4-3,92,OM203601,100,1.086956522
SYN_278_6371_6520_379_+_14371_1_._HXB2$Huma_0276 ,,,,,,,both,HXB2,100,OR496826,86.39455782,0.863945578
SYN_66_1807_1956_360_-_9807_1__0562 ,,,,,,,both,Bru,96,ON816670,99.33333333,1.034722222
SYN_397_7186_7335_430_+_15186_1_._HXB2$Huma_0894 ,,,,,,,both,HXB2,99.33333333,OR736930,90.66666667,0.912751678
SYN_267_6851_7000_356_-_14851_1_.__0763 ,,,,,,,both,Bru,87.33333333,MK114636,99.33333333,1.13740458
SYN_159_8100_8249_361_-_16100_1_.__0655 ,,,,,,,both,Bru,90,MK114636,100,1.111111111
SYN_273_7770_7919_410_-_15770_1_.__0771 ,,,,,,,both,NY5,89.33333333,OM203601,100,1.119402985
SYN_101_5252_5401_370_-_13252_1_._HXB2$Huma_0598 ,,,,,,,both,HXB2,100,KU678125,97.33333333,0.973333333
SYN_9_8114_8263_412_+_16114_1__0010 ,,,,,,,both,NL4-3,94.66666667,MK114636,100,1.056338028
SYN_141_3901_4050_422_+_11901_1_.__0639 ,,,,,,,both,NL4-3,93.33333333,OM203601,100,1.071428571
SYN_23_2144_2293_290_-_10144_1_._0519 ,,,,,,,both,Bru,97.33333333,ON816670,100,1.02739726
SYN_379_8599_8748_372_-_16599_1_.__0377 ,,,,,,,both,NL4-3,94.66666667,ON816670,100,1.056338028
SYN_364_5948_6097_401_-_13948_1_._HXB2$Huma_0861 ,,,,,,,both,HXB2,100,OQ092463,94,0.94
SYN_7_2217_2366_442_+_10217_1__0008 ,,,,,,,both,YU-2,94.66666667,MK114636,100,1.056338028
SYN_14_8213_8362_410_-_16213_1_._0015 ,,,,,,,both,Bru,93.33333333,ON816670,100,1.071428571
SYN_278_1207_1356_379_+_9207_1_._0774 ,,,,,,,both,NY5,97.2972973,ON816670,100,1.027777778
SYN_421_5104_5253_435_+_13104_1_.__0419 ,,,,,,,both,YU-2,86.66666667,OM203601,100,1.153846154
SYN_35_2458_2607_392_-_10458_1_._HXB2$Hum_0036 ,,,,,,,both,HXB2,100,MT744335,97.33333333,0.973333333
SYN_317_4324_4473_362_-_12324_1_.__0813 ,,,,,,,both,Bru,97.33333333,MK114636,100,1.02739726
SYN_422_297_446_410_-_8297__0920 ,,,,,,,both,Bru,92.66666667,OM203601,100,1.079136691
SYN_259_327_476_381_+_8327_1_0257 ,,,,,,,both,NL4-3,95.33333333,MK114636,100,1.048951049
SYN_149_1214_1363_453_+_9214_1_._Vector_pLVX.TRE_0648 ,,,,,,,both,NL4-3,100,KX505739,99.33333333,0.993333333
SYN_87_1704_1853_408_+_9704_1__0583 ,,,,,,,both,Bru,96,ON816670,99.33333333,1.034722222
SYN_442_6503_6652_448_+_14503_1_._HXB2$Huma_0439 ,,,,,,,both,Bru,100,OM207542,98,0.98
SYN_137_2579_2728_418_-_10579_1_._HXB2$Huma_0634 ,,,,,,,both,HXB2,100,MK114636,99.33333333,0.993333333
SYN_5_1906_2055_400_-_9906_1_0006 ,,,,,,,both,YU-2,96.66666667,OM203601,100,1.034482759
SYN_384_2238_2387_396_-_10238_1_._0382 ,,,,,,,both,Bru,98,ON816670,100,1.020408163
SYN_498_4867_5016_391_+_12867_1_._HXB2$Huma_0495 ,,,,,,,both,Bru,100,MW754632,96,0.96
SYN_255_8779_8928_387_+_16779_1_.__0751 ,,,,,,,both,NL4-3,95.33333333,ON816670,99.33333333,1.041958042
SYN_184_5802_5951_398_+_13802_1_._Vector_pLVX.TRE3_0683 ,,,,,,,both,HXB2,23.52941176,OQ092467,23.52941176,1
SYN_194_1059_1208_348_-_9059_1__0193 ,,,,,,,both,Bru,96,OM203601,100,1.041666667
SYN_224_3535_3684_422_+_11535_1_.__0720 ,,,,,,,both,Bru,96,ON816670,100,1.041666667
SYN_347_3114_3263_377_+_11114_1_.__0843 ,,,,,,,both,YU-2,92,ON816670,100,1.086956522
SYN_425_3953_4102_435_+_11953_1_.__0921 ,,,,,,,both,HXB2,95.45454545,MK114636,100,1.047619048
SYN_333_7289_7438_372_-_15289_1_.__0331 ,,,,,,,both,YU-2,94,ON816670,99.33333333,1.056737589
SYN_395_3753_3902_406_+_11753_1_.__0392 ,,,,,,,both,HXB2,99.33333333,MK114636,100,1.006711409
SYN_476_3803_3952_406_-_11803_1_.__0472 ,,,,,,,both,NY5,93.33333333,MK114636,100,1.071428571
SYN_120_6222_6371_415_+_14222_1_.__0616 ,,,,,,,both,HXB2,93.33333333,MK114636,100,1.071428571
SYN_72_4351_4500_335_-_12351_1_._0568 ,,,,,,,both,Bru,95.33333333,ON816670,100,1.048951049
SYN_491_1843_1992_339_+_9843_1_.__0987 ,,,,,,,both,Bru,98.66666667,ON816670,100,1.013513514
SYN_234_7682_7831_435_+_15682_1_._HXB2$Huma_0233 ,,,,,,,both,HXB2,100,PQ511571,96.66666667,0.966666667
SYN_96_53_202_334_-_8053_1_._HXB2$_0593 ,,,,,,,both,HXB2,100,OQ092463,94.66666667,0.946666667
SYN_163_1706_1855_364_-_9706_1_._0661 ,,,,,,,both,Bru,98,OM203601,100,1.020408163
SYN_189_5833_5982_393_+_13833_1_.__0687 ,,,,,,,both,Bru,76.66666667,OM203601,100,1.304347826
SYN_373_571_720_342_+_8571_1_._HXB2$H_0870 ,,,,,,,both,HXB2,100,OR496826,98,0.98
SYN_206_7232_7381_387_+_15232_1_._HXB2$Huma_0205 ,,,,,,,both,HXB2,100,OR496826,94,0.94
SYN_457_6283_6432_355_+_14283_1_.__0455 ,,,,,,,both,NY5,84.7826087,OM203601,100,1.179487179
SYN_358_2094_2243_287_-_10094_1_._Vector_pLVX.TRE_0857 ,,,,,,,both,NL4-3,70,MW062848,70.66666667,1.00952381
SYN_470_2159_2308_387_-_10159_1_._0466 ,,,,,,,both,Bru,100,KX505446,100,1
SYN_121_6425_6574_345_-_14425_1_.__0619 ,,,,,,,both,YU-2,86.66666667,OM203601,100,1.153846154
SYN_340_3449_3598_358_-_11449_1_.__0337 ,,,,,,,both,NL4-3,95.14563107,MK114636,100,1.051020408
SYN_459_3158_3307_351_-_11158_1_.__0455 ,,,,,,,both,Bru,92,MK114636,100,1.086956522
SYN_436_4593_4742_406_+_12593_1_._HXB2$Huma_0933 ,,,,,,,both,HXB2,100,MK169834,96.66666667,0.966666667
SYN_127_5710_5859_410_+_13710_1_._HXB2$Huma_0624 ,,,,,,,both,HXB2,100,MW881708,95.97315436,0.959731544
SYN_311_4627_4776_389_+_12627_1_.__0807 ,,,,,,,both,NL4-3,93.33333333,MK114636,100,1.071428571
SYN_138_2032_2181_361_-_10032_1_._Vector_pLVX.TRE_0139 ,,,,,,,both,Bru,100,MG171202,96,0.96
SYN_447_5417_5566_388_-_13417_1_._HXB2$Huma_0944 ,,,,,,,both,HXB2,100,MH897920,96.66666667,0.966666667
SYN_125_6598_6747_379_-_14598_1_.__0621 ,,,,,,,both,Bru,90.64748201,ON816670,100,1.103174603
SYN_372_8105_8254_370_-_16105_1_.__0870 ,,,,,,,both,NL4-3,90.625,OM203601,100,1.103448276
SYN_261_7802_7951_396_+_15802_1_.__0757 ,,,,,,,both,Bru,95.33333333,ON816670,100,1.048951049
SYN_97_3131_3280_302_+_11131_1_._0097 ,,,,,,,both,YU-2,100,MK114636,100,1
SYN_374_3436_3585_425_-_11436_1_._HXB2$Huma_0371 ,,,,,,,both,Bru,100,MW062962,99.33333333,0.993333333
SYN_116_2551_2700_401_+_10551_1_.__0612 ,,,,,,,both,Bru,97.33333333,MK114636,99.33333333,1.020547945
SYN_17_5163_5312_431_-_13163_1_._0018 ,,,,,,,both,Bru,96,ON816670,99.33333333,1.034722222
SYN_495_1293_1442_375_-_9293_1_._HXB2$Hum_0992 ,,,,,,,both,Bru,100,MG171202,99.33333333,0.993333333
SYN_406_5839_5988_346_+_13839_1_.__0902 ,,,,,,,both,YU-2,61.78861789,ON816670,100,1.618421053
SYN_220_7837_7986_408_-_15837_1_.__0220 ,,,,,,,both,Bru,93.33333333,ON816670,99.33333333,1.064285714
SYN_292_6390_6539_282_-_14390_1_.__0290 ,,,,,,,both,NY5,92,OM203601,100,1.086956522
SYN_439_3933_4082_354_+_11933_1_.__0937 ,,,,,,,both,NL4-3,94,OM203601,100,1.063829787
SYN_251_1411_1560_398_-_9411_1_._0250 ,,,,,,,both,YU-2,83.33333333,OM203601,99.33333333,1.192
SYN_251_5065_5214_398_+_13065_1_.__0747 ,,,,,,,both,Bru,90.0990099,MK114636,100,1.10989011
SYN_359_1890_2039_377_+_9890_1_.__0357 ,,,,,,,both,Bru,97.33333333,ON816670,100,1.02739726
SYN_252_2451_2600_396_-_10451_1_.__0748 ,,,,,,,both,NL4-3,95.33333333,ON816670,100,1.048951049
SYN_356_7013_7162_424_+_15013_1_.__0852 ,,,,,,,both,NL4-3,94.66666667,ON816670,100,1.056338028
SYN_264_4550_4699_412_+_12550_1_.__0760 ,,,,,,,both,HXB2,97.33333333,MK114636,100,1.02739726
SYN_338_130_279_417_-_8130_1_._HXB2$H_0835 ,,,,,,,both,HXB2,100,MW753604,92,0.92
SYN_270_517_666_424_+_8517_1_0268 ,,,,,,,both,NL4-3,98,MK114636,99.33333333,1.013605442
SYN_150_3581_3730_325_-_11581_1_.__0149 ,,,,,,,both,NY5,95.33333333,OM203601,100,1.048951049
SYN_488_812_961_332_+_8812_1_._Vector_pLVX.TR_0487 ,,,,,,,both,Bru,97.33333333,MK169545,94.66666667,0.97260274
SYN_47_8807_8956_329_+_16807_1_._HXB2$Hum_0047 ,,,,,,,both,HXB2,100,MK115343,96,0.96
SYN_207_1774_1923_426_-_9774_1_._0703 ,,,,,,,both,Bru,97.33333333,MK114636,100,1.02739726
SYN_88_5112_5261_363_-_13112_1_._0584 ,,,,,,,both,YU-2,94.66666667,ON816670,100,1.056338028
SYN_314_1262_1411_374_-_9262_1_._0810 ,,,,,,,both,YU-2,91.33333333,MK114636,100,1.094890511
SYN_34_3577_3726_327_-_11577_1_._0530 ,,,,,,,both,NL4-3,93.33333333,MK114636,100,1.071428571
SYN_378_4823_4972_370_+_12823_1_.__0375 ,,,,,,,both,YU-2,86.66666667,MK114636,100,1.153846154
SYN_287_4670_4819_392_+_12670_1_.__0783 ,,,,,,,both,NL4-3,92.66666667,MK114636,100,1.079136691
SYN_143_4861_5010_361_-_12861_1_.__0142 ,,,,,,,both,NL4-3,92.66666667,MK114636,100,1.079136691
SYN_24_1387_1536_410_-_9387_1_._HXB2$Hu_0025 ,,,,,,,both,HXB2,100,MZ662740,97.33333333,0.973333333
SYN_146_1316_1465_316_+_9316_1_._0145 ,,,,,,,both,NL4-3,93.33333333,MK114636,100,1.071428571
SYN_301_5901_6050_309_+_13901_1_.__0299 ,,,,,,,both,Bru,72.78911565,OM203601,100,1.373831776
SYN_33_8300_8449_402_-_16300_1_._0531 ,,,,,,,both,HXB2,87.07482993,OM203601,100,1.1484375
SYN_246_5149_5298_323_-_13149_1_._HXB2$Huma_0743 ,,,,,,,both,HXB2,100,MZ662667,98.66666667,0.986666667
SYN_95_3418_3567_408_+_11418_1_._0095 ,,,,,,,both,Bru,95.33333333,OM203601,100,1.048951049
SYN_203_5087_5236_377_-_13087_1_.__0701 ,,,,,,,both,YU-2,90,OM203601,100,1.111111111
SYN_214_4949_5098_353_+_12949_1_.__0212 ,,,,,,,both,YU-2,86,MK114636,100,1.162790698
SYN_360_841_990_366_-_8841_1_._HXB2$H_0857 ,,,,,,,both,Bru,100,MT744335,98.66666667,0.986666667
SYN_195_5270_5419_389_-_13270_1_.__0691 ,,,,,,,both,Bru,90.66666667,MK114636,100,1.102941176
SYN_47_8807_8956_329_+_16807_1_._HXB2$Hum_0544 ,,,,,,,both,HXB2,100,OR496826,95.33333333,0.953333333
SYN_76_5107_5256_374_+_13107_1_._HXB2$Hum_0076 ,,,,,,,both,HXB2,100,OM206027,94.66666667,0.946666667
SYN_448_7682_7831_362_-_15682_1_._HXB2$Huma_0945 ,,,,,,,both,HXB2,100,KX505739,98.66666667,0.986666667
SYN_286_259_408_385_-_8259__0782 ,,,,,,,both,NL4-3,93.33333333,MK114636,100,1.071428571
SYN_103_1759_1908_345_-_9759_1_._0103 ,,,,,,,both,Bru,90,OM203601,100,1.111111111
SYN_338_5760_5909_417_+_13760_1_.__0834 ,,,,,,,both,Bru,93.33333333,ON816670,100,1.071428571
SYN_26_4261_4410_378_-_12261_1_._0026 ,,,,,,,both,Bru,98.66666667,ON816670,100,1.013513514
SYN_414_6910_7059_378_-_14910_1_.__0411 ,,,,,,,both,Bru,77.53623188,ON816670,100,1.289719626
SYN_428_3900_4049_398_-_11900_1_.__0926 ,,,,,,,both,YU-2,93.33333333,OM203601,100,1.071428571
SYN_248_889_1038_372_+_8889_1_._Vector_pLVX.TRE_0747 ,,,,,,,both,Bru,100,MW062887,98,0.98
SYN_41_1682_1831_415_-_9682_1__0041 ,,,,,,,both,NL4-3,95.33333333,OM203601,100,1.048951049
SYN_391_523_672_384_-_8523_1_0887 ,,,,,,,both,Bru,90.27777778,MK114636,100,1.107692308
SYN_463_3618_3767_341_+_11618_1_.__0959 ,,,,,,,both,NL4-3,94.66666667,MK114636,100,1.056338028
SYN_397_7186_7335_430_+_15186_1_._HXB2$Huma_0394 ,,,,,,,both,HXB2,100,OR496826,94,0.94
SYN_260_2766_2915_292_+_10766_1_.__0756 ,,,,,,,both,Bru,94.66666667,ON816670,100,1.056338028
SYN_191_5857_6006_365_+_13857_1_.__0189 ,,,,,,,both,YU-2,59.16666667,MK114636,99.33333333,1.678873239
SYN_39_7839_7988_362_+_15839_1_._0537 ,,,,,,,both,Bru,91.33333333,OM203601,100,1.094890511
SYN_75_3939_4088_386_-_11939_1_._HXB2$Hum_0572 ,,,,,,,both,HXB2,100,MK499378,98,0.98
SYN_108_3244_3393_371_-_11244_1_.__0107 ,,,,,,,both,NL4-3,93.33333333,MK114636,100,1.071428571
SYN_402_74_223_370_+_8074_1_0400 ,,,,,,,both,Bru,92.66666667,OM203601,100,1.079136691
SYN_329_6677_6826_439_+_14677_1_.__0827 ,,,,,,,both,Bru,82.66666667,OM203601,100,1.209677419
SYN_354_7236_7385_328_+_15236_1_.__0850 ,,,,,,,both,Bru,98,ON816670,100,1.020408163
SYN_465_7696_7845_274_+_15696_1_.__0461 ,,,,,,,both,Bru,95.33333333,ON816670,100,1.048951049
SYN_248_3413_3562_372_-_11413_1_.__0744 ,,,,,,,both,Bru,96.66666667,MK114636,100,1.034482759
SYN_493_7946_8095_415_+_15946_1_._HXB2$Huma_0490 ,,,,,,,both,HXB2,100,MG171202,97.33333333,0.973333333
SYN_56_2635_2784_345_-_10635_1_._0552 ,,,,,,,both,YU-2,97.33333333,MK114636,99.33333333,1.020547945
SYN_98_4190_4339_383_-_12190_1_._HXB2$Hum_0097 ,,,,,,,both,HXB2,100,KX505739,98,0.98
SYN_3_8636_8785_321_-_16636_1__0499 ,,,,,,,both,NY5,90,MK114636,100,1.111111111
SYN_130_862_1011_353_-_8862_1_0129 ,,,,,,,both,Bru,97.33333333,MK114636,100,1.02739726
SYN_286_5545_5694_385_+_13545_1_._Vector_pLVX.TRE3_0285 ,,,,,,,both,HXB2,59.81308411,OQ092467,59.81308411,1
SYN_180_6417_6566_405_+_14417_1_.__0178 ,,,,,,,both,NY5,86,MK114636,100,1.162790698
SYN_213_5225_5374_386_+_13225_1_.__0709 ,,,,,,,both,YU-2,93.33333333,MK114636,100,1.071428571
SYN_451_1472_1621_334_+_9472_1_._Vector_pLVX.TRE_0950 ,,,,,,,both,Bru,100,OQ092463,98,0.98
SYN_382_594_743_407_+_8594_1_._HXB2$Hu_0379 ,,,,,,,both,Bru,100,MT744335,98.66666667,0.986666667
SYN_69_5365_5514_390_-_13365_1_._0069 ,,,,,,,both,YU-2,98,ON816670,100,1.020408163
SYN_315_3572_3721_448_+_11572_1_.__0811 ,,,,,,,both,Bru,95.33333333,ON816670,100,1.048951049
SYN_452_6508_6657_374_+_14508_1_.__0448 ,,,,,,,both,HXB2,84,ON816670,100,1.19047619
SYN_464_7399_7548_391_-_15399_1_._HXB2$Huma_0461 ,,,,,,,both,HXB2,99.33333333,ON816258,88,0.88590604
SYN_101_8217_8366_370_-_16217_1_.__0599 ,,,,,,,both,Bru,87.07482993,OM203601,100,1.1484375
SYN_349_5271_5420_391_+_13271_1_._Vector_pLVX.TRE3_0848 ,,,,,,,both,Bru,99.33333333,OQ092463,96,0.966442953
SYN_129_5143_5292_281_+_13143_1_._Vector_pLVX.TRE3_0628 ,,,,,,,both,Bru,98.65771812,OP700950,95.30201342,0.965986395
SYN_5_1906_2055_400_-_9906_1_0503 ,,,,,,,both,Bru,96,OM203601,99.33333333,1.034722222
SYN_349_1143_1292_391_+_9143_1_._0346 ,,,,,,,both,NL4-3,95.33333333,MK114636,100,1.048951049
SYN_485_4350_4499_401_+_12350_1_.__0981 ,,,,,,,both,Bru,95.33333333,ON816670,100,1.048951049
SYN_124_7207_7356_383_-_15207_1_.__0124 ,,,,,,,both,Bru,94.66666667,ON816670,100,1.056338028
SYN_201_5730_5879_368_+_13730_1_._Vector_pLVX.TRE3_0700 ,,,,,,,both,Bru,99.33333333,OQ092467,99.33333333,1
SYN_374_1205_1354_425_-_9205_1__0870 ,,,,,,,both,NY5,97.43589744,ON816670,100,1.026315789
SYN_449_5688_5837_351_-_13688_1_.__0947 ,,,,,,,both,Bru,92,OM203601,100,1.086956522
SYN_218_5404_5553_313_-_13404_1_.__0218 ,,,,,,,both,YU-2,92.66666667,ON816670,100,1.079136691
SYN_117_1640_1789_304_-_9640_1_._0116 ,,,,,,,both,NL4-3,92.66666667,MK114636,100,1.079136691
SYN_294_311_460_347_-_8311_1_._Vector_pLVX.T_0293 ,,,,,,,both,HXB2,99.33333333,OQ092463,95.33333333,0.959731544
SYN_113_5825_5974_403_-_13825_1_._HXB2$Huma_0112 ,,,,,,,both,Bru,100,MT745568,98,0.98
SYN_269_2858_3007_332_-_10858_1_.__0765 ,,,,,,,both,HXB2,97.33333333,ON816670,100,1.02739726
SYN_314_6224_6373_374_+_14224_1_.__0810 ,,,,,,,both,HXB2,93.33333333,ON816670,100,1.071428571
SYN_195_1563_1712_389_+_9563_1_._HXB2$Hum_0194 ,,,,,,,both,HXB2,100,OM203923,96,0.96
SYN_140_6830_6979_313_-_14830_1_.__0638 ,,,,,,,both,HXB2,89.58333333,OM203601,100,1.11627907
SYN_11_4908_5057_384_-_12908_1_._0509 ,,,,,,,both,Bru,92.66666667,OM203601,100,1.079136691
SYN_204_703_852_393_-_8703_1_0203 ,,,,,,,both,NY5,93.33333333,OM203601,100,1.071428571
SYN_375_4922_5071_342_+_12922_1_._Vector_pLVX.TRE3_0374 ,,,,,,,both,Bru,97.98657718,OQ092463,95.97315436,0.979452055
SYN_447_1354_1503_388_+_9354_1_._0443 ,,,,,,,both,Bru,94.66666667,MK114636,100,1.056338028
SYN_494_1524_1673_347_-_9524_1_._HXB2$Hum_0991 ,,,,,,,both,HXB2,100,OQ752739,98.66666667,0.986666667
SYN_218_556_705_313_+_8556_1_0216 ,,,,,,,both,NL4-3,98,MK114636,100,1.020408163
SYN_324_8830_8979_350_+_16830_1_.__0820 ,,,,,,,both,HXB2,68.29268293,MK114636,100,1.464285714
SYN_83_1025_1174_416_+_9025_1_._Vector_pLVX.TR_0582 ,,,,,,,both,HXB2,82.66666667,MZ922538,85.23489933,1.031067331
SYN_230_379_528_404_+_8379_1_0229 ,,,,,,,both,Bru,98,OM203601,99.33333333,1.013605442
SYN_365_2520_2669_374_+_10520_1_._HXB2$Huma_0362 ,,,,,,,both,Bru,100,MZ662667,100,1
SYN_404_4563_4712_321_-_12563_1_.__0402 ,,,,,,,both,Bru,89.33333333,OM203601,100,1.119402985
SYN_402_5441_5590_370_+_13441_1_.__0898 ,,,,,,,both,YU-2,91.33333333,MK114636,100,1.094890511
SYN_195_1563_1712_389_+_9563_1_._HXB2$Hum_0692 ,,,,,,,both,HXB2,100,OQ752739,99.33333333,0.993333333
SYN_57_3388_3537_365_+_11388_1_._0057 ,,,,,,,both,Bru,94,OM203601,100,1.063829787
SYN_180_2967_3116_405_+_10967_1_._HXB2$Huma_0179 ,,,,,,,both,HXB2,100,MZ662740,99.33333333,0.993333333
SYN_316_2403_2552_357_-_10403_1_._HXB2$Huma_0314 ,,,,,,,both,HXB2,100,MT744335,98,0.98
SYN_348_1335_1484_426_+_9335_1_._0346 ,,,,,,,both,YU-2,92.66666667,OM203601,100,1.079136691
SYN_353_8064_8213_390_+_16064_1_.__0351 ,,,,,,,both,HXB2,88.43537415,OM203601,100,1.130769231
SYN_167_4921_5070_398_+_12921_1_.__0167 ,,,,,,,both,YU-2,98,ON816670,100,1.020408163
SYN_242_416_565_479_+_8416_1_0740 ,,,,,,,both,Bru,90.66666667,OM203601,100,1.102941176
SYN_294_1547_1696_347_+_9547_1_._0292 ,,,,,,,both,Bru,97.33333333,OM203601,100,1.02739726
SYN_84_5201_5350_397_+_13201_1_._0580 ,,,,,,,both,YU-2,92.66666667,MK114636,100,1.079136691
